,Unnamed: 0,id_ponto,rssi_1_1,rssi_1_2,rssi_1_3,rssi_2_1,rssi_2_2,rssi_2_3,rssi_3_1,rssi_3_2,rssi_3_3,delay_1,delay_2,delay_3,num_lat_bts,num_long_bts,flag_indoor
21,21,4294,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
22,22,805,-109.088333333333,-107.2,-107.01,-108.43,-97.2,-98.14857142857142,-99.84,-94.665,-115.0,5.0,3.0,2.0,-8.05538,-34.951736,True
23,23,4315,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
24,24,3132,-103.04,-115.0,-98.56,-115.0,-91.7266666666666,-95.6157142857143,-99.255,-93.51,-115.0,5.0,3.0,3.0,-8.055833999999999,-34.951362,True
25,25,8686,-92.66,-98.6764285714286,-90.78714285714292,-95.72,-95.9525,-94.54,-87.395,-98.048,-96.6,3.0,4.0,2.0,-8.050510000000001,-34.953959999999995,False
26,26,6203,-103.705,-110.425,-107.381666666667,-110.33,-97.085,-104.73,-100.303333333333,-99.57,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
27,27,8998,-80.03142857142859,-99.92,-79.76,-98.6366666666667,-99.86,-94.68142857142858,-95.57,-102.228666666667,-96.19,3.0,5.0,2.0,-8.04919,-34.95632,False
28,28,1242,-109.088333333333,-107.2,-107.01,-108.43,-105.327142857143,-101.652857142857,-103.19,-102.11,-115.0,5.0,3.0,2.0,-8.05538,-34.951736,True
29,29,9437,-99.15,-77.0,-97.59142857142858,-97.46,-98.8375,-97.59,-99.5066666666667,-101.62,-94.4075,2.0,2.0,6.0,-8.04751,-34.947590000000005,False
30,30,7474,-89.82600000000002,-89.05,-90.7325,-85.04,-82.92,-81.86,-91.7533333333333,-88.486,-96.3725,5.0,2.0,3.0,-8.05451,-34.94958,False
31,31,3382,-100.83,-115.0,-98.56,-115.0,-99.7733333333333,-97.84571428571432,-99.255,-98.118,-115.0,5.0,3.0,3.0,-8.055833999999999,-34.951362,True
32,32,547,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-91.13,-89.625,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
33,33,3519,-107.65,-115.0,-98.56,-115.0,-98.46,-97.84571428571432,-99.255,-100.394,-115.0,5.0,3.0,3.0,-8.055833999999999,-34.951362,True
34,34,26,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.1133333333333,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
35,35,4607,-101.196666666667,-115.0,-96.04,-115.0,-98.615,-96.1,-94.42,-90.765,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
36,36,3872,-106.07,-115.0,-106.67,-104.161666666667,-97.5314285714286,-93.39,-96.1257142857143,-96.4366666666667,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
37,37,2508,-115.0,-115.0,-115.0,-115.0,-96.33,-92.66833333333332,-82.4533333333333,-78.9842857142857,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
38,38,1433,-109.088333333333,-107.2,-107.148571428571,-108.9875,-104.902857142857,-104.271428571429,-104.68,-106.02,-115.0,5.0,3.0,2.0,-8.05538,-34.951736,True
39,39,2582,-115.0,-115.0,-115.0,-115.0,-96.33,-92.66833333333332,-82.0566666666667,-78.2614285714286,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
40,40,1302,-109.088333333333,-107.2,-107.01,-108.43,-106.015714285714,-103.524285714286,-103.19,-102.96,-115.0,5.0,3.0,2.0,-8.05538,-34.951736,True
41,41,6070,-103.705,-110.425,-107.381666666667,-110.33,-98.535,-94.52,-98.33,-99.005,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
42,42,6226,-103.705,-110.425,-107.381666666667,-110.33,-97.085,-104.73,-102.89,-99.57,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
43,43,4011,-106.07,-115.0,-106.67,-104.161666666667,-96.8357142857143,-93.9433333333333,-98.2514285714286,-97.455,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
44,44,1221,-109.088333333333,-107.2,-107.01,-108.43,-105.245714285714,-101.652857142857,-103.065,-102.11,-115.0,5.0,3.0,2.0,-8.05538,-34.951736,True
45,45,2548,-115.0,-115.0,-115.0,-115.0,-96.33,-92.66833333333332,-83.9533333333333,-78.9842857142857,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
46,46,750,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-97.8,-93.86,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
47,47,437,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-89.9542857142857,-93.1633333333333,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
48,48,4053,-106.07,-115.0,-106.67,-104.161666666667,-98.5457142857143,-95.5,-97.04,-95.9516666666667,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
49,49,6438,-103.705,-110.425,-107.381666666667,-110.33,-104.38,-106.59,-102.726666666667,-102.12,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
50,50,2847,-115.0,-115.0,-115.0,-115.0,-96.33,-93.4833333333333,-81.58,-78.2614285714286,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
51,51,1173,-109.088333333333,-107.2,-107.01,-108.43,-102.202857142857,-100.335714285714,-103.065,-102.11,-115.0,5.0,3.0,2.0,-8.05538,-34.951736,True
52,52,6972,-93.8242857142857,-97.10285714285708,-90.22,-96.455,-92.6075,-93.53,-79.755,-76.532,-92.41,5.0,4.0,1.0,-8.055710000000001,-34.955009999999994,False
53,53,3955,-106.07,-115.0,-106.67,-104.161666666667,-96.93857142857142,-93.39,-97.8942857142857,-95.5016666666667,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
54,54,3352,-100.83,-115.0,-98.56,-115.0,-99.7733333333333,-97.84571428571432,-99.255,-95.238,-115.0,5.0,3.0,3.0,-8.055833999999999,-34.951362,True
55,55,9238,-102.25,-88.79476190476191,-97.515,-82.75,-98.645,-97.48303571428568,-96.5633333333333,-101.648,-96.56,3.0,2.0,6.0,-8.04846,-34.94698,False
56,56,4309,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-99.5,-99.23571428571432,-97.1633333333333,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
57,57,2481,-115.0,-115.0,-115.0,-115.0,-96.33,-92.66833333333332,-82.4533333333333,-78.36,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
58,58,4048,-106.07,-115.0,-106.67,-104.161666666667,-98.5457142857143,-95.79,-99.57142857142858,-95.9516666666667,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
59,59,8119,-93.58,-97.9,-89.86857142857141,-78.75,-91.3325,-87.61142857142859,-95.53,-95.396,-93.46,4.0,2.0,3.0,-8.052019999999999,-34.95066,False
60,60,2706,-115.0,-115.0,-115.0,-115.0,-96.33,-92.66833333333332,-82.41,-78.2614285714286,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
61,61,5935,-103.705,-110.425,-107.381666666667,-110.33,-93.58,-93.27,-96.76,-98.155,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
62,62,326,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.9828571428571,-87.0133333333333,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
63,63,1039,-109.088333333333,-107.2,-107.01,-108.43,-99.3342857142857,-100.148571428571,-103.475,-98.24,-115.0,5.0,3.0,2.0,-8.05538,-34.951736,True
64,64,7709,-86.86142857142859,-96.37857142857142,-89.99285714285709,-101.301666666667,-100.04,-97.70857142857142,-66.855,-86.44,-88.47,5.0,5.0,1.0,-8.05353,-34.95576,False
65,65,9008,-82.97714285714291,-87.02,-84.51,-89.52,-91.55,-87.52,-91.8966666666667,-98.94,-96.7675,2.0,4.0,3.0,-8.04914,-34.95301,False
66,66,2499,-115.0,-115.0,-115.0,-115.0,-96.33,-92.66833333333332,-82.4533333333333,-78.9842857142857,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
67,67,7839,-95.73,-96.68857142857142,-88.9332142857143,-100.57,-102.53,-95.9528571428571,-98.4983333333333,-99.518,-97.765,4.0,4.0,2.0,-8.05284,-34.95384,False
68,68,2861,-115.0,-115.0,-115.0,-115.0,-96.33,-93.4833333333333,-87.1033333333333,-78.2614285714286,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
69,69,1870,-98.748,-99.67,-98.61,-100.51,-89.4275,-88.6742857142857,-100.03,-99.21,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
70,70,8462,-90.66,-90.5728571428572,-85.3128571428572,-91.53,-88.7,-91.72,-92.0083333333333,-93.176,-95.1975,3.0,3.0,3.0,-8.05135,-34.9515,False
71,71,8012,-86.22714285714291,-87.2142857142857,-87.8857142857143,-63.04,-81.47125,-83.42142857142859,-89.7716666666667,-90.792,-97.6,4.0,1.0,4.0,-8.05222,-34.94809,False
72,72,534,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-91.13,-89.625,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
73,73,5687,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-93.005,-97.72714285714292,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
74,74,8625,-96.1642857142857,-97.9,-94.76,-65.19,-84.57,-91.8171428571428,-96.955,-97.98,-98.9125,3.0,1.0,5.0,-8.05071,-34.9477,False
75,75,585,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-95.79857142857142,-89.625,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
76,76,9595,-89.2671428571429,-92.6825,-94.9,-92.28,-90.9375,-89.28,-87.0581666666667,-79.366,-96.92,3.0,3.0,7.0,-8.04647,-34.94539,False
77,77,4128,-106.07,-115.0,-106.67,-104.161666666667,-97.9471428571428,-95.5,-99.94,-96.7116666666667,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
78,78,5007,-103.116666666667,-115.0,-104.04,-115.0,-102.425,-98.425,-96.98,-99.5725,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
79,79,1703,-98.748,-99.67,-98.61,-95.98,-81.925,-82.2014285714286,-100.03,-95.755,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
80,80,3918,-106.07,-115.0,-106.67,-104.161666666667,-93.29,-93.39,-97.8142857142857,-94.99,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
81,81,5905,-103.705,-110.425,-107.381666666667,-110.33,-93.58,-90.51,-96.76,-98.155,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
82,82,491,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-92.0342857142857,-90.7,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
83,83,5627,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-91.445,-98.55,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
84,84,5107,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-87.315,-88.73571428571432,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
85,85,2836,-115.0,-115.0,-115.0,-115.0,-96.33,-93.4833333333333,-81.7433333333333,-78.2614285714286,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
86,86,2266,-98.748,-97.35,-99.592,-96.86,-91.935,-92.51428571428568,-100.03,-101.03,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
87,87,7794,-80.33,-96.3728571428571,-95.91,-100.311428571429,-96.1425,-95.64714285714292,-60.47,-85.818,-86.66,4.0,5.0,1.0,-8.05305,-34.95562,False
88,88,6429,-103.705,-110.425,-107.381666666667,-110.33,-104.38,-106.59,-102.726666666667,-102.12,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
89,89,6041,-103.705,-110.425,-107.381666666667,-110.33,-90.51,-99.03,-98.33,-98.155,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
90,90,7803,-86.81857142857142,-88.6757142857143,-89.07285714285709,-68.29,-82.0125,-80.86,-90.2516666666667,-91.176,-97.255,4.0,1.0,4.0,-8.05299,-34.94873,False
91,91,6999,-94.91125,-96.1742857142857,-91.8085714285714,-99.79,-94.97,-91.45,-77.5566666666667,-71.778,-92.655,5.0,4.0,1.0,-8.05565,-34.95389,False
92,92,2900,-115.0,-115.0,-115.0,-115.0,-96.33,-94.59,-91.285,-78.2614285714286,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
93,93,7942,-92.16,-86.97285714285721,-89.5042857142857,-70.08,-78.5975,-84.27,-87.08,-93.01,-97.255,4.0,1.0,4.0,-8.05233,-34.94836,False
94,94,2944,-115.0,-115.0,-115.0,-115.0,-100.04,-94.59,-84.2433333333333,-78.2614285714286,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
95,95,1916,-98.748,-99.67,-98.61,-95.6,-91.2725,-90.7471428571428,-100.03,-99.21,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
96,96,3126,-103.04,-115.0,-98.56,-115.0,-91.7266666666666,-95.6157142857143,-99.255,-93.51,-115.0,5.0,3.0,3.0,-8.055833999999999,-34.951362,True
97,97,5403,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-92.035,-92.1357142857143,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
98,98,6753,-85.72,-95.98857142857142,-89.7142857142857,-98.7883333333333,-89.5,-92.60142857142858,-93.2233333333333,-73.742,-89.66,6.0,4.0,1.0,-8.05713,-34.95415,False
99,99,3813,-106.07,-115.0,-106.67,-104.161666666667,-96.2228571428571,-92.92,-97.43,-93.2766666666667,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
100,100,9636,-95.27928571428568,-87.81857142857142,-94.1016666666667,-95.48,-103.015,-91.43857142857142,-91.69,-85.00399999999998,-94.6125,2.0,3.0,6.0,-8.046439999999999,-34.94671,False
101,101,3991,-106.07,-115.0,-106.67,-104.161666666667,-96.8357142857143,-92.3666666666667,-98.2514285714286,-96.9516666666667,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
102,102,8284,-92.67857142857142,-94.06571428571432,-89.9242857142857,-58.5,-72.3875,-82.44,-93.62,-97.924,-97.6,4.0,1.0,4.0,-8.05178,-34.94783,False
103,103,2518,-115.0,-115.0,-115.0,-115.0,-96.33,-92.66833333333332,-82.4533333333333,-78.9842857142857,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
104,104,397,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-91.24,-93.2883333333333,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
105,105,1317,-109.088333333333,-107.2,-107.01,-108.43,-106.015714285714,-103.524285714286,-104.68,-102.96,-115.0,5.0,3.0,2.0,-8.05538,-34.951736,True
106,106,4665,-101.28,-115.0,-100.06,-115.0,-98.615,-96.1,-94.42,-94.6175,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
107,107,121,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.53,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
108,108,2449,-115.0,-115.0,-115.0,-115.0,-96.33,-92.66833333333332,-82.4533333333333,-78.36,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
109,109,8607,-84.2,-95.1142857142857,-96.27,-99.26,-93.9625,-91.3328571428572,-90.1316666666667,-102.204,-87.83,4.0,7.0,2.0,-8.05078,-34.95973,False
110,110,1566,-109.088333333333,-107.2,-105.64,-109.54,-105.567142857143,-104.704285714286,-104.23,-104.29,-115.0,5.0,3.0,2.0,-8.05538,-34.951736,True
111,111,1984,-98.748,-99.67,-98.61,-97.8,-88.115,-90.68428571428568,-100.03,-91.585,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
112,112,7113,-95.1414285714286,-97.3871428571429,-93.84714285714291,-98.165,-92.91,-93.07285714285707,-73.0316666666667,-90.57,-91.25,5.0,5.0,1.0,-8.05552,-34.955490000000005,False
113,113,7362,-89.16,-95.5728571428572,-92.97,-94.8183333333333,-94.985,-95.79,-83.94,-84.63,-97.28,5.0,4.0,2.0,-8.05513,-34.9532,False
114,114,8507,-94.7157142857143,-94.1157142857143,-96.98,-77.33,-98.74,-95.0342857142857,-97.8733333333333,-98.578,-97.6,4.0,1.0,5.0,-8.051210000000001,-34.94768,False
115,115,3931,-106.07,-115.0,-106.67,-104.161666666667,-97.3885714285714,-93.39,-97.8142857142857,-94.2283333333333,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
116,116,2173,-98.748,-97.35,-99.592,-99.37,-91.935,-92.51428571428568,-100.03,-96.85,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
117,117,8217,-89.91857142857141,-91.4,-89.34,-56.64,-78.4,-76.31142857142859,-90.3916666666667,-93.948,-97.6,4.0,1.0,4.0,-8.05188,-34.94808,False
118,118,8303,-90.7028571428571,-93.1957142857143,-92.84,-50.14,-79.525,-94.59,-90.8933333333333,-92.3,-97.6,4.0,0.0,5.0,-8.051739999999999,-34.94641,False
119,119,2333,-98.748,-98.16,-99.592,-98.335,-91.935,-92.51428571428568,-100.03,-97.63,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
120,120,573,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-94.0357142857143,-89.625,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
121,121,8862,-91.33,-95.31857142857142,-85.25571428571429,-86.26,-89.33,-84.64,-91.8966666666667,-97.358,-95.3075,2.0,4.0,3.0,-8.04975,-34.95309,False
122,122,8780,-100.74,-96.3,-94.27,-78.82,-94.4625,-92.3957142857143,-93.315,-95.348,-98.7325,3.0,2.0,4.0,-8.05016,-34.95049,False
123,123,981,-109.088333333333,-107.2,-107.01,-108.43,-98.65142857142858,-100.04,-101.13,-97.175,-115.0,5.0,3.0,2.0,-8.05538,-34.951736,True
124,124,5316,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-86.655,-88.73571428571432,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
125,125,1407,-109.088333333333,-107.2,-107.148571428571,-108.9875,-105.637142857143,-104.435714285714,-104.68,-103.915,-115.0,5.0,3.0,2.0,-8.05538,-34.951736,True
126,126,535,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-91.13,-89.625,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
127,127,8141,-80.02285714285709,-92.7342857142857,-81.47714285714291,-93.14,-90.0675,-93.0814285714286,-91.4916666666667,-101.48,-95.605,3.0,3.0,3.0,-8.05198,-34.95218,False
128,128,6631,-91.9548809523809,-95.8,-97.56,-94.6816666666667,-81.4455,-74.56107142857141,-90.4619444444444,-91.6292727272727,-95.8575,7.0,3.0,5.0,-8.059289999999999,-34.94704,False
129,129,1434,-109.088333333333,-107.2,-107.148571428571,-108.9875,-104.902857142857,-104.271428571429,-104.68,-106.02,-115.0,5.0,3.0,2.0,-8.05538,-34.951736,True
130,130,5970,-103.705,-110.425,-107.381666666667,-110.33,-93.58,-102.44,-96.76,-98.155,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
131,131,2579,-115.0,-115.0,-115.0,-115.0,-96.33,-92.66833333333332,-83.6833333333333,-78.2614285714286,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
132,132,9248,-99.4185714285714,-88.79476190476191,-98.16,-84.38,-99.9125,-97.48303571428568,-96.5633333333333,-101.648,-96.56,3.0,2.0,6.0,-8.04844,-34.94695,False
133,133,1867,-98.748,-99.67,-98.61,-100.51,-86.5975,-88.6742857142857,-100.03,-99.21,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
134,134,1454,-109.088333333333,-107.2,-107.148571428571,-108.62,-105.087142857143,-104.054285714286,-104.68,-105.125,-115.0,5.0,3.0,2.0,-8.05538,-34.951736,True
135,135,3833,-106.07,-115.0,-106.67,-104.161666666667,-96.2228571428571,-92.92,-96.1257142857143,-94.8733333333333,-115.0,5.0,3.0,2.0,-8.055424,-34.951597,True
136,136,9593,-86.495,-84.6152,-88.785,-92.19785714285707,-91.03,-76.6811111111111,-89.904,-74.3025,-96.92,3.0,2.0,7.0,-8.04648,-34.94513,False
137,137,6443,-103.705,-110.425,-107.381666666667,-110.33,-102.88,-106.59,-102.726666666667,-102.12,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
138,138,2521,-115.0,-115.0,-115.0,-115.0,-96.33,-92.66833333333332,-82.4533333333333,-78.9842857142857,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
139,139,9607,-90.545,-87.65,-92.25357142857142,-95.8883333333333,-93.385,-91.16285714285708,-89.9425,-87.88,-94.6125,3.0,3.0,6.0,-8.04646,-34.946220000000004,False
140,140,1820,-98.748,-99.67,-98.61,-94.85,-90.5725,-85.5771428571428,-100.03,-96.665,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
141,141,6114,-103.705,-110.425,-107.381666666667,-110.33,-100.74,-93.02,-100.22,-99.005,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
142,142,2929,-115.0,-115.0,-115.0,-115.0,-100.04,-94.59,-87.4733333333333,-78.2614285714286,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
143,143,51,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.1133333333333,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
144,144,5528,-105.225,-115.0,-105.21,-115.0,-105.835,-115.0,-92.285,-94.54428571428568,-108.12,5.0,3.0,2.0,-8.055784,-34.951608,True
145,145,8508,-89.10857142857141,-95.4428571428572,-93.21,-99.26,-93.2875,-89.27285714285709,-92.6466666666667,-99.194,-81.33,5.0,7.0,2.0,-8.0512,-34.95983,False
146,146,6518,-103.705,-110.425,-107.381666666667,-110.33,-107.18,-106.59,-103.103333333333,-102.12,-115.0,5.0,3.0,2.0,-8.055786,-34.951505,True
147,147,469,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-92.0342857142857,-91.535,-115.0,5.0,3.0,2.0,-8.055605,-34.951728,True
148,148,2629,-115.0,-115.0,-115.0,-115.0,-96.33,-92.66833333333332,-87.2633333333333,-78.2614285714286,-115.0,5.0,3.0,3.0,-8.055684,-34.951331,True
149,149,4825,-102.003333333333,-115.0,-98.49,-115.0,-103.315,-101.13,-100.81,-99.32,-115.0,5.0,3.0,2.0,-8.055506,-34.951693,True
150,150,6945,-92.28,-92.15857142857142,-91.6666666666667,-78.08,-72.4,-83.97428571428571,-93.4533333333333,-93.204,-96.3725,5.0,3.0,3.0,-8.055810000000001,-34.95078,False
151,151,3445,-100.83,-115.0,-98.56,-115.0,-100.406666666667,-97.84571428571432,-99.255,-99.47,-115.0,5.0,3.0,3.0,-8.055833999999999,-34.951362,True
152,152,7503,-92.87619047619047,-98.7371428571429,-89.90285714285709,-101.7375,-101.5175,-98.22,-78.3476666666667,-79.06,-95.28,5.0,5.0,0.0,-8.05444,-34.9562,False
153,153,6821,-91.2185714285714,-92.1571428571429,-91.9266666666666,-86.09,-84.96,-83.3814285714286,-91.6233333333333,-90.598,-95.73,6.0,3.0,3.0,-8.05638,-34.95068,False
154,154,1858,-98.748,-99.67,-98.61,-100.51,-86.5975,-87.7175,-100.03,-99.21,-115.0,5.0,3.0,3.0,-8.055494,-34.951316,True
155,155,9227,-77.32,-91.8142857142857,-79.0,-86.26,-90.025,-89.2,-89.1866666666667,-98.012,-97.755,2.0,3.0,4.0,-8.04847,-34.95197,False
